sfreq,n_epochs,n_channels,eog_p2p_uv,emg_ratio_20_40,erd_mu_pct,erd_beta_pct,subject
160.0,86,64,133.21724327397533,0.33692917532963257,-6.8626076066240485,2.070488308621584,46
160.0,84,64,37.11229328473564,0.22234552279858294,-4.255579592149907,-2.0196043066699523,47
160.0,27,64,166.39797831885517,0.18555298485876778,6.658552187939566,12.229067114573157,48
160.0,64,64,128.45831224694848,0.47640512229633314,26.316688713164215,16.007888688089224,49
160.0,84,64,60.288706663413905,0.311967597693725,9.860304074058208,-0.8725628665542026,50
160.0,90,64,35.165692679584026,0.23597772266709402,-3.3449595389510614,2.1955804986629097,51
160.0,81,64,176.50188965490088,0.14814674961044125,161.04483061677448,7.484181238128346,52
160.0,43,64,311.844763928093,0.48877275426743183,1.669800866386967,-0.24310377203160133,53
160.0,73,64,262.9881419125013,0.17271539242010153,53.7634218706826,1.3489885364466632,54
160.0,84,64,47.044455641298555,0.1998483238190875,93.9890837939654,2.043993027141788,55
160.0,56,64,236.1536753596738,0.22409414922330248,-12.242541486067598,2.4095292159817174,56
160.0,56,64,125.87193486979231,0.36657730167759744,-2.762425439825975,-7.074530797327145,57
160.0,59,64,303.9120347239077,0.5340509044060932,-10.846573651959698,2.5006531384175923,58
160.0,84,64,180.1266917027533,0.19143792090420295,-28.78804733929877,-9.464598866322524,59
160.0,34,64,148.4919193899259,0.2556738059743246,78.22412721000838,6.674851722677175,60
160.0,44,64,223.85600459529087,0.3300639956274169,21.862852066905106,11.696813193103411,61
160.0,84,64,118.23300883406773,0.16305076497948412,47.71227259042757,2.5386823768188456,62
160.0,79,64,74.58834443241358,0.4856378069340596,5.397851599472577,-3.5117288424335618,63
160.0,87,64,39.089753045118414,0.2346876680520972,15.240875619643651,4.399780295312091,64
160.0,90,64,116.62484030239284,0.2204486873370494,24.692888744092436,3.3494922864598093,65
160.0,90,64,137.7341104671359,0.18830621446278345,-34.400594304070694,-17.124037107263963,66
160.0,84,64,164.04809866799042,0.5467604285228782,0.7728918735164274,-3.571698759210194,67
160.0,79,64,148.1752988183871,0.29526233131754565,-19.522653282780077,2.218480223789498,68
160.0,84,64,223.28579507302493,0.41708135401975277,9.198382174242385,0.9691545100075747,69
160.0,83,64,172.72031982429326,0.16973941132784132,45.59625547177568,-2.1982153762209524,70
160.0,89,64,138.6217336403206,0.30544984937744074,17.94973142411002,3.2790632389616365,71
160.0,85,64,67.21091267536394,0.2346021970629747,4.529138267838319,2.1391499961447416,72
160.0,84,64,50.378661399008706,0.25961325095252596,-27.884421086177152,-3.656543666204707,73
160.0,85,64,46.17264858097769,0.2937514676775378,57.40189043353018,1.1295199867669392,74
160.0,62,64,219.7361463913694,0.2528254378583216,2.90577570693787,4.482012166654541,75
160.0,84,64,68.10598642914556,0.4632501445029115,15.49126003559085,5.018729245814795,76
160.0,82,64,261.09236932825297,0.23984556596757176,36.51307547623358,10.383512910200304,77
160.0,84,64,147.68907567486167,0.19925404515926662,4.022607789219708,-2.641801164395678,78
160.0,49,64,142.32777175493538,0.23415111733894328,24.741881529675055,13.367422866098194,79
160.0,81,64,91.01912655751221,0.279404822342261,5.924673124512058,-4.944638057036561,80
160.0,84,64,118.81758837262169,0.23857296278480108,12.756417908650043,6.0171855706113195,81
160.0,84,64,274.55897361505777,0.16030595420987725,20.17574649060829,-1.8790286331841441,82
160.0,71,64,200.6450667977333,0.39342635642428503,8.511893500293993,7.871233690169779,83
160.0,82,64,169.81582302832976,0.17410367470748608,24.732588217601588,-4.722427306964868,84
160.0,83,64,72.52549767144956,0.2832647413398588,38.977390684500826,6.138567178764548,85
160.0,81,64,139.1387195326388,0.32475905669493976,4.766456009225866,0.7641094826343585,86
160.0,76,64,162.88299957523122,0.3156304973550527,22.934048211719592,-5.540849085274647,87
160.0,84,64,140.016658406239,0.322280517029715,-2.9988160725589506,-2.042955107038345,90
160.0,64,64,347.2149255685508,0.3521761965305981,-4.90394655537832,0.08647359788545139,91
160.0,84,64,75.36959310527891,0.20435118584267964,7.563786393773338,-6.507321252804695,93
160.0,77,64,204.11598961800337,0.14312962301274307,19.400773383686207,5.877707327455361,94
160.0,65,64,202.16015400364995,0.3229252575870605,18.680166215340147,-3.9880184128138882,95
160.0,79,64,290.9671457018703,0.29906299659650176,-13.201335093172009,-5.311708296392605,96
160.0,83,64,220.49461404094473,0.26203820649000176,-4.234376917523311,-4.712166993111337,97
160.0,84,64,79.27496699267067,0.17485174864506658,28.510414080404626,4.419027180266701,98
160.0,35,64,182.04087245976552,0.3470366323831125,-1.296625774528353,-3.19087846341555,99
160.0,90,64,91.8121040740516,0.3606907810835804,-1.4426476491408007,0.7536878092066539,101
160.0,85,64,31.318881156039424,0.23488086271563505,-6.770642215296108,-2.795875839374168,102
160.0,82,64,170.8801428321749,0.22134229041798248,-17.426205229300976,-2.999472617586786,103
160.0,84,64,106.11675679683685,0.16814996180494612,24.631990114429144,17.205314305828306,105
160.0,90,64,130.6963386014104,0.2223714463197588,9.914356728405213,-2.9532881388172494,106
160.0,75,64,185.74609566712752,0.20339340632492783,31.572587193315865,-5.131303357506618,107
160.0,62,64,212.44288654997945,0.30049274337927734,95.06003375890072,14.30640020723569,108
160.0,24,64,70.77365080476739,0.2368356790541958,-20.881825634467,-19.813256248420448,109
