subject,run,file,snr50_db,snr60_db
3,5,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R05.edf,-0.14682927160804274,2.6408564140698054
3,6,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R06.edf,-0.5919127273433312,2.1290122262993174
3,7,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R07.edf,0.2027028192208705,2.740008716867945
3,8,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R08.edf,0.08356314507808875,2.4105444286182856
3,9,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R09.edf,-0.33175652718502086,3.820851243427989
3,10,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R10.edf,-0.3212673212907192,3.7412937510337674
3,11,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R11.edf,0.24339068184457308,3.4708636859725193
3,12,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R12.edf,0.4308215880093005,3.0380785256217595
3,13,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R13.edf,0.20175140030827277,3.8148778695312915
3,14,/root/Proyecto/EEG_Clasificador/data/raw/S003/S003R14.edf,0.21486704616308244,4.427055104350927
4,3,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R03.edf,-0.4055205411086663,14.602182287623599
4,4,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R04.edf,-0.14106431334668187,10.077753425586424
4,5,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R05.edf,-0.2724209529671471,11.743531096533008
4,6,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R06.edf,0.18425499178050997,11.224987680949328
4,7,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R07.edf,0.23734056276760865,12.181295846295798
4,8,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R08.edf,-0.33111513133129267,11.506357930246228
4,9,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R09.edf,0.20661848035861183,10.061999624757505
4,10,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R10.edf,0.3520893597122912,12.760824440837142
4,11,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R11.edf,0.15925318934960322,14.05000417754865
4,12,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R12.edf,0.4039305417975561,14.026758320374771
4,13,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R13.edf,0.20162931948933577,10.684891871035319
4,14,/root/Proyecto/EEG_Clasificador/data/raw/S004/S004R14.edf,0.14746253052687297,11.911095791353482
5,3,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R03.edf,-0.20000871864494946,32.88991003140139
5,4,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R04.edf,-0.25903284022809214,34.41857857356532
5,5,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R05.edf,-0.012669878916867178,32.51988176777931
5,6,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R06.edf,-0.1520923696993489,34.40994016833449
5,7,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R07.edf,-0.06339796068253768,32.47307662802556
5,8,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R08.edf,-0.08969495107894875,33.886319019322265
5,9,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R09.edf,-0.16211459169732087,32.58542228779889
5,10,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R10.edf,0.028781028672617313,34.64612574305559
5,11,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R11.edf,0.08265162600245361,33.94015640836201
5,12,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R12.edf,-0.14153595228206325,35.14280427604851
5,13,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R13.edf,-0.061954320281212824,34.635825145374405
5,14,/root/Proyecto/EEG_Clasificador/data/raw/S005/S005R14.edf,-0.06660175599410992,34.94349143038037
6,3,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R03.edf,-0.14475482738817197,19.920855206283072
6,4,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R04.edf,-0.18611657110909846,20.53872324013341
6,5,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R05.edf,0.0625390790390341,19.330502550244677
6,6,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R06.edf,-0.13441025051006855,17.55623453618918
6,7,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R07.edf,-0.07225486956804038,15.173304712328857
6,8,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R08.edf,-0.7782739700584682,15.846599752639747
6,9,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R09.edf,0.1356343513522305,13.87520721216351
6,10,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R10.edf,0.16157245110856058,14.13277828353958
6,11,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R11.edf,0.35374946471604446,12.697506437729341
6,12,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R12.edf,0.14356090234900576,14.901085693615272
6,13,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R13.edf,-0.10112055782376782,19.171679358200954
6,14,/root/Proyecto/EEG_Clasificador/data/raw/S006/S006R14.edf,0.06791739559888768,19.68181552963381
7,3,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R03.edf,-0.33417553947172973,33.5035597597314
7,4,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R04.edf,-0.41797702112189256,34.590001200856555
7,5,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R05.edf,0.05826770485022363,33.30049042052551
7,6,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R06.edf,0.031237118965922572,36.961740240787286
7,7,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R07.edf,-0.12468649120140651,33.968838428250194
7,8,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R08.edf,0.17650997402876553,37.012584606431595
7,9,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R09.edf,0.02778918756705833,33.581778339670485
7,10,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R10.edf,-0.3252291600558612,35.990825381003745
7,11,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R11.edf,-0.08034100150799156,33.61759666958629
7,12,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R12.edf,-0.7605688649054726,36.081079595103404
7,13,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R13.edf,0.16166489573280474,32.94814343945426
7,14,/root/Proyecto/EEG_Clasificador/data/raw/S007/S007R14.edf,0.17204364267526023,36.7546399586257
8,3,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R03.edf,-0.3560292992678872,5.086517023020147
8,4,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R04.edf,0.14649578280824976,6.84961685284088
8,5,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R05.edf,0.32314464063340403,5.577220917304158
8,6,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R06.edf,0.458039758488945,6.7546957981527065
8,7,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R07.edf,0.21731707708983278,7.139125344553708
8,8,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R08.edf,0.20292186623248815,5.770882259562392
8,9,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R09.edf,0.15423528580476617,4.900697028644062
8,10,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R10.edf,-0.02398744247392667,7.665932136468426
8,11,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R11.edf,0.08737563319113534,7.652699169022901
8,12,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R12.edf,0.3202683498626891,6.788698732318846
8,13,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R13.edf,0.28143314401167635,7.141441030678238
8,14,/root/Proyecto/EEG_Clasificador/data/raw/S008/S008R14.edf,-0.021867599470896632,7.2751661071918345
9,3,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R03.edf,-0.025680726653867544,8.879273167746087
9,4,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R04.edf,-0.24754285011904256,10.957087137758627
9,5,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R05.edf,-0.19925702432591208,10.644156477012427
9,6,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R06.edf,-0.09058840400909694,9.221242441135885
9,7,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R07.edf,0.4593908285637093,13.618519274755307
9,8,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R08.edf,-0.1408166931340526,11.981211584248543
9,9,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R09.edf,0.06347862932990365,13.845968927181922
9,10,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R10.edf,0.09017701447698764,16.142063572023996
9,11,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R11.edf,0.2130253013952829,14.477938573936646
9,12,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R12.edf,-0.26855095161889364,12.01167501352427
9,13,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R13.edf,0.17211650424994177,12.510782097412934
9,14,/root/Proyecto/EEG_Clasificador/data/raw/S009/S009R14.edf,-0.2956540710760364,10.581593853324227
10,3,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R03.edf,-0.3104378058971363,9.362613757398229
10,4,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R04.edf,-0.040539083208087495,9.34215056875335
10,5,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R05.edf,0.09246390430326974,7.186479806414077
10,6,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R06.edf,0.6429021298023841,12.646222344126173
10,7,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R07.edf,-0.033747448600383104,9.534315978116135
10,8,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R08.edf,-0.5677900578685386,13.111597446578225
10,9,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R09.edf,-0.1609557542435283,10.704099438276003
10,10,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R10.edf,-0.08742371547808757,6.428141990251833
10,11,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R11.edf,-0.22567818245252047,11.188512846650502
10,12,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R12.edf,-0.021653847693591848,11.52716136290974
10,13,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R13.edf,-0.17297374847287822,12.689087925614038
10,14,/root/Proyecto/EEG_Clasificador/data/raw/S010/S010R14.edf,-0.4523047786406257,8.927466681551357
11,3,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R03.edf,-0.6139282772929421,6.066173945206078
11,4,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R04.edf,-0.2451233759871182,6.179704230906157
11,5,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R05.edf,-0.09049421477679025,5.716887995026326
11,6,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R06.edf,0.30080267721867804,6.630877322927392
11,7,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R07.edf,-0.5013900875967255,4.904215916492115
11,8,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R08.edf,-0.249095210152368,7.202661574204029
11,9,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R09.edf,0.14556712130874996,7.885855783955462
11,10,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R10.edf,0.25765328419412764,5.5192341275667625
11,11,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R11.edf,-0.3605825196230275,3.7614053198586825
11,12,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R12.edf,-0.6144975066574813,5.083217075221304
11,13,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R13.edf,-0.7444788166492828,5.087987272354867
11,14,/root/Proyecto/EEG_Clasificador/data/raw/S011/S011R14.edf,-0.09684602067077461,6.98632177699912
12,3,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R03.edf,-0.23565518725696957,1.9518933621269408
12,4,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R04.edf,0.10478507356064294,2.2609001845356858
12,5,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R05.edf,-0.0707995710795383,1.551035961780616
12,6,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R06.edf,0.19302518729515278,1.3716177846856523
12,7,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R07.edf,0.029475161513823532,1.280701731847707
12,8,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R08.edf,0.14326346054462974,1.4106270196007844
12,9,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R09.edf,0.28812665552329786,1.6981381111279874
12,10,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R10.edf,0.07269720177055448,2.430642423942838
12,11,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R11.edf,-0.38042232130406034,2.370384454651163
12,12,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R12.edf,0.06929607026939882,1.9820448019644032
12,13,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R13.edf,0.3436973531091045,2.0650157296245797
12,14,/root/Proyecto/EEG_Clasificador/data/raw/S012/S012R14.edf,-0.09805683146464755,1.8909403379612102
13,3,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R03.edf,0.23377913094149175,0.2465312140884948
13,4,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R04.edf,0.17527007182216783,3.3108739753831555
13,5,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R05.edf,0.22683036783294075,0.7782472254139016
13,6,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R06.edf,0.08259584922154486,3.0643780287583615
13,7,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R07.edf,-0.03680171351260601,1.5721971050336228
13,8,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R08.edf,-0.16117756073186879,0.8178828114582082
13,9,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R09.edf,0.15540817069419743,0.8780363621956639
13,10,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R10.edf,0.1229968519073832,1.4559260543161365
13,11,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R11.edf,0.526070203235438,0.717202817419831
13,12,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R12.edf,0.09126126878807403,0.656049223709203
13,13,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R13.edf,-0.5413252361227836,-0.3165510952761583
13,14,/root/Proyecto/EEG_Clasificador/data/raw/S013/S013R14.edf,-0.13904520289795907,0.9607777321147919
14,3,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R03.edf,0.01742503007798275,1.2049990360649971
14,4,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R04.edf,-0.037818558786916354,0.9708511858950732
14,5,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R05.edf,-0.1729766882752069,0.8137923058736243
14,6,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R06.edf,0.2395813881435391,1.1267819575508682
14,7,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R07.edf,-0.15081156086778333,1.0125077943008338
14,8,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R08.edf,-0.034934394476127555,1.3494233492252585
14,9,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R09.edf,-0.09620245635933242,0.6073687101839059
14,10,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R10.edf,0.07045855861304019,1.499553832835669
14,11,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R11.edf,-0.21247657194426683,0.5634221071420349
14,12,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R12.edf,0.14653027603011815,0.9442353383371052
14,13,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R13.edf,0.1540511787576013,0.8391582712120584
14,14,/root/Proyecto/EEG_Clasificador/data/raw/S014/S014R14.edf,-0.042538791875328205,0.756539818584656
15,3,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R03.edf,0.3233309205980162,1.652495803714645
15,4,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R04.edf,-0.593847733415641,1.637509762580829
15,5,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R05.edf,0.09790342665632248,2.2855655259206293
15,6,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R06.edf,-0.1191674304836258,2.6639543689554857
15,7,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R07.edf,0.18447220111378793,1.8028312159970699
15,8,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R08.edf,0.04568609262707539,2.50245417411265
15,9,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R09.edf,-0.1607324923812323,2.7561859953197714
15,10,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R10.edf,-0.33413716731972587,3.0323253780942023
15,11,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R11.edf,-0.6043302680094047,0.3007329359333977
15,12,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R12.edf,-0.4852212729616697,4.544659685593857
15,13,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R13.edf,-1.0493579616083877,3.410273596625823
15,14,/root/Proyecto/EEG_Clasificador/data/raw/S015/S015R14.edf,-0.06293698922048693,3.86894536454824
16,3,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R03.edf,0.07629389005403825,12.070969300988256
16,4,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R04.edf,-0.3448272455874935,10.910510855892406
16,5,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R05.edf,-0.3164611056974514,11.673312837303015
16,6,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R06.edf,0.38482319490189104,9.482018422502387
16,7,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R07.edf,0.24421200682150032,8.971405081597425
16,8,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R08.edf,0.18859615945125213,10.380198196902606
16,9,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R09.edf,0.2107729395233747,12.918430744394716
16,10,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R10.edf,-0.1354285912340353,11.359690603349236
16,11,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R11.edf,0.031571237439531774,12.037702046814234
16,12,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R12.edf,-0.46197289036445943,7.510118578742531
16,13,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R13.edf,0.19388424520505362,9.911679948296616
16,14,/root/Proyecto/EEG_Clasificador/data/raw/S016/S016R14.edf,0.05849541203271227,8.292988532405856
17,3,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R03.edf,-0.29002899818674854,20.34272540057419
17,4,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R04.edf,-0.12745230433458551,20.238246931766103
17,5,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R05.edf,-0.39437897821803347,21.00578948919651
17,6,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R06.edf,0.13496351939848866,22.92594605820824
17,7,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R07.edf,-0.14307174863921854,21.74606793003466
17,8,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R08.edf,0.2378435417748167,20.803231492291978
17,9,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R09.edf,-0.060101415076168604,19.913083140011782
17,10,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R10.edf,0.0061414008369881055,19.748951885226695
17,11,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R11.edf,0.08323556205182356,19.36235857399894
17,12,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R12.edf,-0.6690440121567588,17.44740099907464
17,13,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R13.edf,-0.00229351959410826,19.0134643418158
17,14,/root/Proyecto/EEG_Clasificador/data/raw/S017/S017R14.edf,-0.4443090202860285,19.502021615147985
18,3,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R03.edf,-0.386499796739122,12.661036301818818
18,4,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R04.edf,-0.3592635981258899,13.119943143287136
18,5,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R05.edf,-0.016553795086923718,9.073514016547842
18,6,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R06.edf,0.39717814083261366,10.757254851126117
18,7,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R07.edf,-0.37136265565977966,10.614413863152834
18,8,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R08.edf,0.15919988806594063,9.072271717443991
18,9,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R09.edf,0.46136927803263067,7.641188339999361
18,10,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R10.edf,0.07089891900101905,8.389371813503013
18,11,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R11.edf,0.01899090249985115,7.307480318066775
18,12,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R12.edf,-0.2641850091802593,8.827774676527941
18,13,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R13.edf,-0.2030564228212866,7.270393092581951
18,14,/root/Proyecto/EEG_Clasificador/data/raw/S018/S018R14.edf,0.10235984388590878,6.43818208579249
19,3,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R03.edf,-0.06398482852738165,7.300093919521975
19,4,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R04.edf,-0.0008423659075824936,4.833327377765285
19,5,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R05.edf,0.15196191931349462,4.150486979550203
19,6,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R06.edf,-0.021281255423441975,3.174076743595288
19,7,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R07.edf,-0.1687486640147096,3.0602868504187706
19,8,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R08.edf,-0.21387967267136876,2.318959134152729
19,9,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R09.edf,-0.08439761544297703,2.479741055960948
19,10,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R10.edf,0.18152503364751393,2.7269542785298646
19,11,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R11.edf,-0.022760068853404664,3.814135320365533
19,12,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R12.edf,-0.3436239360946807,2.689896520673139
19,13,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R13.edf,-0.2098818986084651,2.9364152167194675
19,14,/root/Proyecto/EEG_Clasificador/data/raw/S019/S019R14.edf,-0.20569139903610856,1.9068847047840722
20,3,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R03.edf,-0.5398888162165796,19.748604723645844
20,4,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R04.edf,-0.19517965133513146,22.465601857774512
20,5,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R05.edf,-0.33656661746380295,22.653466501121287
20,6,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R06.edf,0.010453181483255355,19.96159987416657
20,7,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R07.edf,-0.4315346766889733,23.045354911415924
20,8,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R08.edf,-0.8783137637997206,23.24021741745213
20,9,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R09.edf,0.07484550176908146,18.307490492431505
20,10,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R10.edf,-0.18909093121946438,21.73739608643787
20,11,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R11.edf,-0.22435693415893376,18.161519470696817
20,12,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R12.edf,0.2165409770766067,13.666425796034458
20,13,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R13.edf,0.32788562566251295,9.988637372369247
20,14,/root/Proyecto/EEG_Clasificador/data/raw/S020/S020R14.edf,-0.26762265420821196,11.853335906093047
21,3,/root/Proyecto/EEG_Clasificador/data/raw/S021/S021R03.edf,-0.16074520834053674,13.737168804588054
21,4,/root/Proyecto/EEG_Clasificador/data/raw/S021/S021R04.edf,-0.4335673423721264,12.745760816633155
21,5,/root/Proyecto/EEG_Clasificador/data/raw/S021/S021R05.edf,0.08229969349883708,15.657939843380825
21,6,/root/Proyecto/EEG_Clasificador/data/raw/S021/S021R06.edf,-0.9877554893249294,10.190878074591335
21,7,/root/Proyecto/EEG_Clasificador/data/raw/S021/S021R07.edf,0.07255591355412686,22.409211236768005
